Numéro du puits,Nom du puits,Année forage,Région géologique,Lot,Rang,Canton,Paroisse,Localisation,Latitude (NAD83),Latitude (décimal),Longitude (NAD83),Longitude (décimal),No carte,No permis,Profondeur,Profondeur (en m),Elévation sol,Élévation (en m),Élévation table rotation,Élévation de la table de rotation (en m),Dernière activité de puits,Dernière phase de puits,Statut puits,État du puits,Contenu du puits,Type puits,Détenteur,Partenaires,Opérateur,Implanté sur,Entreprise forage,Type foreuse,Log composite,Confidentiel jusqu'au,Municipalité,Région administrative,Localité
A154,Salem No 1,1967,A-Basses-Terres (sols consolidés),5,,,Dundee,,"45° 03' 32,2""",45.058944,"74° 25' 50,7""",-74.43075,31G01,223,662 pi/sol,201.78,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Salem Exploration Ltd.,n.d.,Salem Exploration Ltd.,n.d.,,Carottage minier,Non,,Dundee,Montérégie,Saint-Anicet
A155,"Morin & Grad, Yamachiche No 1",1970,A-Basses-Terres (sols consolidés),936,,,Sainte-Anne-de-Yamachiche,,"46° 15' 26,1""",46.25725,"72° 52' 11,4""",-72.869833,31I07,253,1074 pi/sol,327.36,11.0 pi/mer,3.35,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,La société d'Exploration minière Morin & Grad,n.d.,La société d'Exploration minière Morin & Grad,n.d.,Samson & Frères Inc.,Rotative,Non,,Yamachiche,Mauricie,Yamachiche
A156,"Husky, Gentilly No 1",1971,A-Basses-Terres (sols consolidés),656,,,Sainte-Angèle-de-Laval,,"46° 21' 22,7""",46.356306,"72° 16' 44,5""",-72.279028,31I08,405,8570 pi/KB,2612.14,126.0 pi/mer,38.4,137.0 pi/mer,41.76,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,Husky Oil Ltd.,n.d.,Husky Oil Ltd.,Ligne sismique,Garnett Drilling Ltd.,Rotative,Oui,,Bécancour,Centre-du-Québec,Gentilly
A157,"Canac B.P. Sisque, Brossard No 1",1971,A-Basses-Terres (sols consolidés),31,,,La-Prairie-de-la-Madelaine,,"45° 26' 40,0""",45.444444,"73° 29' 26,1""",-73.490583,31H06,239,4754 pi/KB,1449.02,54.0 pi/mer,16.46,64.0 pi/mer,19.51,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,Canac Exploration,n.d.,Canac Exploration,n.d.,Brinkerhoff Drilling Ltd.,Rotative,Oui,,Brossard,Montérégie,Brossard
A158,Husky Bruyères No 1,1971,A-Basses-Terres (sols consolidés),83,,,Sainte-Angèle-de-Laval,,"46° 19' 22,1""",46.322806,"72° 29' 49,2""",-72.497,31I08,PG341,4561 pi/KB,1390.19,98.0 pi/mer,29.87,112.0 pi/mer,34.14,Abandon,n.d.,Complété\production de saumure,Complété,production de saumure,Puits d'exploration «Wildcat»,Husky Oil Ltd.,n.d.,Husky Oil Ltd.,Ligne sismique,Garnett Drilling Ltd.,Rotative,Oui,,Bécancour,Centre-du-Québec,Trois-Rivières
A158-R1,Husky Bruyères No 1,2002,A-Basses-Terres (sols consolidés),83,,,Sainte-Angèle-de-Laval, ,"46° 19' 22,1""",46.322806,"72° 29' 49,2""",-72.497,31I08-0101,1996PG950,1390 m/KB,1390.0,30.0 m/KB,30.0,33.0 m/KB,33.0,Abandon,n.d.,Complété\production de saumure,Complété,production de saumure,Puits d'exploration «Wildcat»,Junex Inc.,n.d.,Junex Inc.,n.d.,Foragaz Inc.,Rotative,Non,,Bécancour,Centre-du-Québec,Trois-Rivières
A159,"SOQUIP Laduboro, Baieville No 1",1971,A-Basses-Terres (sols consolidés),161,,,Saint-Antoine-de-la-Baie-du-Febvre,,"46° 07' 43,1""",46.128639,"72° 45' 14,4""",-72.754,31I02,PG243,4280 pi/KB,1304.54,30.0 pi/mer,9.14,42.0 pi/mer,12.8,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Soquip,n.d.,Soquip,n.d.,Underwater Gas Developers Ltd.,Rotative,Oui,,Baie-du-Febvre,Centre-du-Québec,Pierreville
A160,"CPOG SOQUIP Sisque, Île d'Orléans No 1",1971,A-Basses-Terres (sols consolidés),63,,,Sainte-Famille-de-l'Île-d'Orléans,,"46° 58' 29,1""",46.97475,"70° 55' 23,3""",-70.923139,21L15,PG279,5950 pi/KB,1813.56,436.0 pi/mer,132.89,452.0 pi/mer,137.77,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Canadian Pacifique Oil & Gas Ltd.,n.d.,Canadian Pacifique Oil & Gas Ltd.,Ligne sismique,Garnett Drilling Ltd.,Rotative,Oui,,Sainte-Famille,Capitale-Nationale,Sainte-Anne-de-Beaupré
A161,"Shell, Sainte-Françoise-Romaine No 1",1971,A-Basses-Terres (sols consolidés),723-200,XI,,Saint-Jean-Deschaillons,,"46° 28' 25,1""",46.473639,"71° 54' 55,4""",-71.915389,21L05,PG197,9385 pi/KB,2860.55,281.0 pi/mer,85.65,299.0 pi/mer,91.14,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Shell Quebec Limited,n.d.,Shell Quebec Limited,n.d.,Regent Drilling Ltd.,Rotative,Oui,,Sainte-Françoise,Centre-du-Québec,Saint-Édouard
A162,"Sarep Laduboro, Saint-Ours No 1",1972,A-Basses-Terres (sols consolidés),346,Concession Saint-Pierre,,Saint-Ours,,"45° 52' 45,1""",45.879194,"73° 05' 28,5""",-73.09125,31H14,PG246,6156 pi/KB,1876.35,68.0 pi/mer,20.73,85.0 pi/mer,25.91,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,Société Acadienne De Recherches Pétrolières (SAREP),n.d.,Société Acadienne De Recherches Pétrolières (SAREP),Ligne sismique,Garnet Drilling Ltd,Rotative,Oui,,Saint-Ours,Montérégie,Saint-Ours
A163,"Shell, Wickham No 1",1972,A-Basses-Terres (sols consolidés),268,,Wickham,,,"45° 48' 16,8""",45.804667,"72° 25' 47,2""",-72.429778,31H16,PG368,15010 pi/KB,4575.05,380.0 pi/mer,115.82,400.0 pi/mer,121.92,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,Shell Canada Limited,n.d.,Shell Canada Limited,Ligne sismique,Thomson Drilling Ltd.,Rotative,Oui,,Drummondville,Centre-du-Québec,Saint-Nicéphore
A164,"Shell, Saint-Flavien No 1",1972,A-Basses-Terres (sols consolidés),292,Concession Saint-Joseph Nord-Est,,Saint-Flavien,Comté de Lotbinière,"46° 30' 38,2""",46.510611,"71° 34' 06,0""",-71.568333,21L12,PG197,7816 pi/KB,2382.32,456.0 pi/mer,138.99,474.0 pi/mer,144.48,Modification,n.d.,Complété\injection et soutirage de gaz,Complété,injection et soutirage de gaz,Puits d'exploration «Wildcat»,Shell Quebec Limited,n.d.,Shell Quebec Limited,Ligne sismique,Regent Drilling Ltd.,Rotative,Non,,Saint-Flavien,Chaudière-Appalaches,Laurier-Station
A164-R1,"Shell, Saint-Flavien No 1",1975,A-Basses-Terres (sols consolidés),292,Concession Saint-Joseph Nord-Est,,Saint-Flavien,Comté de Lotbinière,"46° 30' 38,2""",46.510611,"71° 34' 06,0""",-71.568333,21L12-0102,PG197,7816 pi/KB,2382.32,456.0 pi/KB,138.99,474.0 pi/KB,144.48,Modification,n.d.,Complété\injection et soutirage de gaz,Complété,injection et soutirage de gaz,Puits d'injection/soutirage,Soquip,n.d.,Soquip,n.d.,Beta Well Service Inc.,Rotative,Non,,Saint-Flavien,Chaudière-Appalaches,Laurier-Station
A165,"C.S. SOQUIP Laduboro, Nicolet No 1 et No 1a",1972,A-Basses-Terres (sols consolidés),615,Moulin-Rouge,Seigneurie de Bécancour,Saint-Jean-Baptiste-de-Nicolet,Comté de Nicolet,"46° 10' 42,1""",46.178361,"72° 37' 39,4""",-72.627611,31I02,PG243,7346 pi/KB,2239.06,116.0 pi/mer,35.36,136.0 pi/mer,41.45,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Soquip,"Laduboro, Canada Cities Services Ltd",Canada-Cities Service Ltd.,Ligne sismique,Garnett Drilling Ltd.,Rotative,Oui,,Nicolet,Centre-du-Québec,Nicolet
A166,"Shell, Saint-Armand ouest No 1",1972,A-Basses-Terres (sols consolidés),31,,,Saint-Armand-Ouest,,"45° 04' 00,1""",45.066694,"73° 03' 58,5""",-73.06625,31H03,PG197,12483 pi/KB,3804.82,125.0 pi/mer,38.1,140.0 pi/mer,42.67,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,Shell Canada Limited,n.d.,Shell Quebec Limited,Ligne sismique,Thomson Drilling Ltd.,Rotative,Oui,,Saint-Armand,Montérégie,Philipsburg
A167,"SOQUIP Shell, Sainte-Croix No 1",1973,A-Basses-Terres (sols consolidés),40 et 44,I,,Sainte-Croix,,"46° 37' 17,6""",46.621556,"71° 42' 14,5""",-71.704028,21L12,PG197,6137 pi/KB,1870.56,225.0 pi/mer,68.58,245.0 pi/mer,74.68,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Soquip,Shell Canada Ltd,Shell Quebec Limited,Ligne sismique,Regent Drilling Ltd.,Rotative,Oui,,Sainte-Croix,Chaudière-Appalaches,Sainte-Croix
A168,"SOQUIP Shell, Villeroy No 1",1973,A-Basses-Terres (sols consolidés),723-313,XII,,Sainte-Françoise-Romaine,,"46° 27' 55,1""",46.465306,"71° 54' 04,4""",-71.901222,21L05,PG197,7035 pi/KB,2144.27,321.0 pi/mer,97.84,338.0 pi/mer,103.02,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Shell Quebec Limited,Shell Québec,Shell Quebec Limited,Ligne sismique,Regent Drilling Ltd.,Rotative,Oui,,Leclercville,Chaudière-Appalaches,Saint-Édouard
A169,"SOQUIP Shell, Saint-Flavien No 1",1974,A-Basses-Terres (sols consolidés),432 et 433,1,,Saint-Flavien,Comté de Lotbinière,"46° 29' 24,6""",46.490167,"71° 36' 17,3""",-71.604806,21L05,PG197,8230 pi/KB,2508.5,446.0 pi/mer,135.94,464.0 pi/mer,141.43,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Soquip,n.d.,Soquip,n.d.,Regent Drilling Ltd.,Rotative,Non,,Saint-Flavien,Chaudière-Appalaches,Laurier-Station
A170,"C.S. SOQUIP, Yamachiche No 1",1974,A-Basses-Terres (sols consolidés),1151,Concession de la Rivière-du-Loup,,Sainte-Anne-de-Yamachiche,Comté de Saint-Maurice,"46° 17' 27,7""",46.291028,"72° 54' 08,1""",-72.90225,31I07,PG566,1448 pi/KB,441.35,24.0 pi/mer,7.32,37.0 pi/mer,11.28,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,Canada-Cities Service Ltd.,n.d.,Canada-Cities Service Ltd.,n.d.,Brinkerhoff Drilling Ltd.,(n.d.),Oui,,Yamachiche,Mauricie,Louiseville
A171,"SOQUIP et al., Val-Alain No 1",1974,A-Basses-Terres (sols consolidés),192 partie III,II,Seigneurie de Lotbinière,Sainte-Emmélie-de-Lotbinière,,"46° 26' 16,1""",46.437806,"71° 41' 50,0""",-71.697222,21L05,PG197,5931 pi/KB,1807.77,403.0 pi/mer,122.83,420.0 pi/mer,128.02,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,Soquip,n.d.,Soquip,n.d.,Regent Drilling Ltd.,Rotative,Oui,,Val-Alain,Chaudière-Appalaches,Lyster
A172,"C.S. SOQUIP S.W., Maskinongé No 1",1974,A-Basses-Terres (sols consolidés),560,,,Saint-Joseph-de-Maskinongé,,"46° 10' 55,5""",46.182083,"73° 02' 30,4""",-73.041778,31I03,PG566,2177 pi/KB,663.55,20.0 pi/mer,6.1,31.0 pi/mer,9.45,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,Canada-Cities Service Ltd.,n.d.,Canada-Cities Service Ltd.,n.d.,Brinkerhoff Drilling Ltd.,Rotative,Oui,,Maskinongé,Mauricie,Maskinongé
A173,"SOQUIP et al., Villeroy No 2",1974,A-Basses-Terres (sols consolidés),192,,Seigneurie de Lotbinière,Sainte-Emmélie-de-Lotbinière,,"46° 29' 47,0""",46.496389,"71° 51' 22,2""",-71.856167,21L05,PG197,7307 pi/KB,2227.17,308.0 pi/mer,93.88,322.0 pi/mer,98.15,Réentrée,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Soquip,n.d.,Soquip,n.d.,Regent Drilling Ltd.,Rotative,Non,,Leclercville,Chaudière-Appalaches,Saint-Édouard
A174,"SOQUIP et al., Île d'Orléans No 2",1975,A-Basses-Terres (sols consolidés),1,Chemin Royal,,Saint-François-de-l'Île-d'Orléans,,"47° 00' 03,8""",47.001056,"70° 53' 21,6""",-70.889333,21M02,PG279,3500 pi/KB,1066.8,236.0 pi/mer,71.93,250.0 pi/mer,76.2,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,Soquip,n.d.,Soquip,n.d.,Regent Drilling Ltd.,Rotative,Non,,Saint-François-de-L'Île-d'Orléans,Capitale-Nationale,Sainte-Anne-de-Beaupré
A175,"SOQUIP et al., Les Saules No 1",1975,A-Basses-Terres (sols consolidés),71,Boulevard Masson,,Ancienne Lorette,,"46° 49' 05,1""",46.818083,"71° 20' 07,3""",-71.335361,21L14,PG504,3201 pi/KB,975.66,158.0 pi/mer,48.16,173.0 pi/mer,52.73,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Soquip,n.d.,Soquip,n.d.,Regent Drilling Ltd.,Rotative,Oui,,Québec,Capitale-Nationale,Sainte-Foy
A176,"SOQUIP et al., Ancienne-Lorette No 1",1975,A-Basses-Terres (sols consolidés),569,,,Ancienne-Lorette,,"46° 46' 58,7""",46.782972,"71° 23' 50,5""",-71.397361,21L14,PG504,3277 pi/KB,998.83,234.0 pi/mer,71.32,249.0 pi/mer,75.9,Abandon,n.d.,Abandonné\indices de gaz et pétrole,Abandonné,indices de gaz et pétrole,Puits d'exploration «Wildcat»,Soquip,n.d.,Soquip,n.d.,Regent Drilling Ltd.,Rotative,Oui,,Québec,Capitale-Nationale,Saint-Augustin-de-Desmaures
A177,"SOQUIP et al., Saint-Flavien No 2",1975,A-Basses-Terres (sols consolidés),212,Pointes,,Saint-Flavien,Comté de Lotbinière,"46° 30' 38,2""",46.510611,"71° 32' 46,2""",-71.546167,21L12,PG197,5978 pi/KB,1822.09,469.0 pi/mer,142.95,487.0 pi/mer,148.44,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Soquip,n.d.,Soquip,n.d.,Regent Drilling Ltd.,Rotative,Non,,Saint-Flavien,Chaudière-Appalaches,Laurier-Station
A178,"SOQUIP et al., Saint-Flavien No 3",1976,A-Basses-Terres (sols consolidés),299,Concession Saint-Joseph Nord-Est,,Saint-Flavien,Comté de Lotbinière,"46° 30' 21,5""",46.505972,"71° 34' 56,2""",-71.582278,21L12,PG197,5905 pi/KB,1799.84,444.0 pi/mer,135.33,461.0 pi/mer,140.51,Modification,n.d.,Complété\injection et soutirage de gaz,Complété,injection et soutirage de gaz,Puits d'injection/soutirage,Soquip,n.d.,Soquip,n.d.,Regent Drilling Ltd.,Rotative,Oui,,Saint-Flavien,Chaudière-Appalaches,Laurier-Station
A179,"SOQUIP et al., Saint-Hugues No 1",1976,A-Basses-Terres (sols consolidés),384,2,,Saint-Hugues,,"45° 45' 35,7""",45.759917,"72° 48' 12,1""",-72.803361,31H15,PG197,9963 pi/KB,3036.72,174.0 pi/mer,53.04,191.0 pi/mer,58.22,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Soquip,n.d.,Soquip,n.d.,Regent Drilling Ltd.,Rotative,Oui,,Saint-Hugues,Montérégie,Saint-Hugues
A180,"SOQUIP et al., Saint-Flavien No 4",1976,A-Basses-Terres (sols consolidés),,Sud-Ouest du Chemin Central,Seigneurie Sainte-Croix,Saint-Flavien,"Comté de Lotbinière, Concession Saint-Joseph","46° 29' 42,6""",46.495167,"71° 33' 58,7""",-71.566306,21L05,PG197,7333 pi/KB,2235.1,466.0 pi/mer,142.04,480.0 pi/mer,146.3,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Soquip,n.d.,Soquip,n.d.,Regent Drilling Ltd.,Rotative,Oui,,Saint-Flavien,Chaudière-Appalaches,Laurier-Station
A181,"SOQUIP et al., Sainte-Hélène No 1",1977,A-Basses-Terres (sols consolidés),102,11,,Sainte-Hélène-de-Bagot,,"45° 44' 12,2""",45.736722,"72° 46' 22,7""",-72.772972,31H10,PG197,10678 pi/KB,3254.65,238.0 pi/mer,72.54,256.0 pi/mer,78.03,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Soquip,n.d.,Soquip,n.d.,Regent Drilling Ltd.,Rotative,Oui,,Sainte-Hélène-de-Bagot,Montérégie,Saint-Hugues
A182,"SOQUIP et al., Saint-Flavien No 5",1977,A-Basses-Terres (sols consolidés),415,Route de Joly,,Saint-Flavien,Comté de Lotbinière,"46° 30' 38,7""",46.51075,"71° 36' 03,1""",-71.600861,21L12,PG197,5212 pi/KB,1588.62,427.0 pi/mer,130.15,440.0 pi/mer,134.11,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,Soquip,n.d.,Soquip,n.d.,Regent Drilling Ltd.,Rotative,Non,,Saint-Flavien,Chaudière-Appalaches,Laurier-Station
A183,"SOQUIP et al., Saint-Flavien No 6",1977,A-Basses-Terres (sols consolidés),Partie des lots 278 et 281,,,Saint-Flavien,Comté de Lotbinière,"46° 30' 50,8""",46.514111,"71° 34' 45,0""",-71.579167,21L12,PG197,6400 pi/KB,1950.72,440.0 pi/mer,134.11,454.0 pi/mer,138.38,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Soquip,n.d.,Soquip,n.d.,Regent Drilling Ltd.,Rotative,Non,,Saint-Flavien,Chaudière-Appalaches,Laurier-Station
A184,"SOQUIP et al., Lyster No 1",1977,A-Basses-Terres (sols consolidés),17,2,,Lyster,,"46° 24' 04,1""",46.401139,"71° 39' 46,3""",-71.662861,21L05,PG197,10059 pi/KB,3065.98,417.0 pi/mer,127.1,434.0 pi/mer,132.28,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Soquip,n.d.,Soquip,n.d.,Regent Drilling Ltd.,Rotative,Oui,,Lyster,Centre-du-Québec,Lyster
A185,"SOQUIP Dome et al., Notre-Dame-du-Bon-Conseil No 1",1977,A-Basses-Terres (sols consolidés),374,XII,,Notre-Dame-du-Bon-Conseil,,"46° 00' 41,1""",46.011417,"72° 20' 18,4""",-72.338444,31I01,PG197,14033 pi/KB,4277.26,281.0 pi/mer,85.65,298.0 pi/mer,90.83,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Soquip,n.d.,Soquip,n.d.,Regent Drilling Ltd.,Rotative,Oui,,Notre-Dame-du-Bon-Conseil,Centre-du-Québec,Notre-Dame-du-Bon-Conseil
A186,"SOQUIP, Nicolet No 1",1977,A-Basses-Terres (sols consolidés),187,Grande-Côte,Seigneurie de Bécancour,Nicolet-Sud,,"46° 11' 06,1""",46.185028,"72° 38' 38,4""",-72.644,31I02,PG243,4572 pi/KB,1393.55,80.0 pi/mer,24.38,96.0 pi/mer,29.26,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Soquip,n.d.,Soquip,n.d.,Regent Drilling Ltd.,Rotative,Oui,,Nicolet,Centre-du-Québec,Nicolet
A187,"SOQUIP et al., Du Chêne No 1 (Villeroy)",1978,A-Basses-Terres (sols consolidés),192-262,5ème Rang,Seigneurie de Lotbinière,Sainte-Emmélie-de-Lotbinière,Cadastre de Sainte-Emmélie,"46° 25' 23,1""",46.423083,"71° 50' 26,4""",-71.840667,21L05,PG197,10413 pi/KB,3173.88,410.0 pi/mer,124.97,427.0 pi/mer,130.15,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Soquip,n.d.,Soquip,n.d.,Regent Drilling Ltd.,Rotative,Oui,,Val-Alain,Chaudière-Appalaches,Manseau
A188,"SOQUIP, Nicolet No 2",1978,A-Basses-Terres (sols consolidés),Partie des lots 485 et 487,,Seigneurie de Bécancour,Nicolet-Sud,Route Saint-Cyr,"46° 12' 31,1""",46.208639,"72° 36' 33,4""",-72.609278,31I02,PG243,4623 pi/KB,1409.09,83.0 pi/mer,25.3,99.0 pi/mer,30.18,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Soquip,n.d.,Soquip,n.d.,Regent Drilling Ltd.,Rotative,Oui,,Nicolet,Centre-du-Québec,Nicolet
A189,"SOQUIP, Saint-Thomas-d'Aquin No 1",1978,A-Basses-Terres (sols consolidés),1330 et 1331,Pointe-du-Jour,,Saint-Thomas-d'Aquin,,"45° 41' 53,4""",45.698167,"72° 59' 05,3""",-72.984806,31H10,PG197,2544 m/KB,2544.0,35.0 m/mer,35.0,41.0 m/mer,41.0,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Soquip,n.d.,Soquip,n.d.,Regent Drilling Ltd.,Rotative,Oui,,Saint-Hyacinthe,Montérégie,Saint-Jude
A190,"SOQUIP, Sainte-Françoise-Romaine No 1",1978,A-Basses-Terres (sols consolidés),723-304,XII,,Sainte-Francoise-Romaine,,"46° 27' 04,1""",46.451139,"71° 54' 52,4""",-71.914556,21L05,PG197,2174 m/KB,2174.0,106.0 m/mer,106.0,111.0 m/mer,111.0,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,SOQUIP,n.d.,Soquip,n.d.,Regent Drilling Ltd.,Rotative,Oui,,Sainte-Françoise,Centre-du-Québec,Manseau
A191,"SOQUIP, Saint-Janvier-de-Joly No 1",1979,A-Basses-Terres (sols consolidés),378-70,,,Saint-Edouard,,"46° 27' 58,2""",46.466167,"71° 37' 38,7""",-71.627417,21L05,PG197,2812 m/KB,2812.0,140.0 m/mer,140.0,146.0 m/mer,146.0,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,Soquip,n.d.,Soquip,n.d.,Regent Drilling Ltd.,Rotative,Oui,,Saint-Janvier-de-Joly,Chaudière-Appalaches,Laurier-Station
A192,"SOQUIP, Sainte-Croix No 1 Lotbinière",1979,A-Basses-Terres (sols consolidés),148,I,,Sainte-Croix-de-Lotbinière,,"46° 37' 38,1""",46.62725,"71° 46' 01,4""",-71.767056,21L12,PG197,1066 m/KB,1066.0,67.0 m/mer,67.0,73.0 m/mer,73.0,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,Soquip,n.d.,Soquip,n.d.,Regent Drilling Ltd.,Rotative,Oui,,Sainte-Croix,Chaudière-Appalaches,Sainte-Croix
A193,"SOQUIP, Saint-Janvier-de-Joly No 2",1979,A-Basses-Terres (sols consolidés),388-111,2,,Saint-Janvier-de-Joly,,"46° 29' 41,1""",46.49475,"71° 36' 54,3""",-71.615083,21L05,PG197,1142 m/KB,1142.0,129.0 m/mer,129.0,134.0 m/mer,134.0,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Soquip,n.d.,Soquip,n.d.,Regent Drilling Ltd.,Rotative,Oui,,Saint-Janvier-de-Joly,Chaudière-Appalaches,Laurier-Station
A194,"SOQUIP, Pintendre No 1 Lévis",1979,A-Basses-Terres (sols consolidés),261,,,Saint-Louis-de-Pintendre,,"46° 46' 48,9""",46.78025,"71° 06' 29,1""",-71.108083,21L14,PG648,4047 m/KB,4047.0,60.0 m/mer,60.0,65.0 m/mer,65.0,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,Soquip,n.d.,Soquip,n.d.,Regent Drilling Ltd.,Rotative,Oui,,Lévis,Chaudière-Appalaches,Lévis
A195,"SOQUIP Pétrofina, Saint-Louis-de-Blandford No 1",1980,A-Basses-Terres (sols consolidés),P-26,1,,Saint-Louis-de-Blandford,,"46° 16' 38,2""",46.277278,"72° 02' 13,6""",-72.037111,31I08,197,1754 m/KB,1754.0,99.0 m/mer,99.0,104.0 m/mer,104.0,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,Soquip,n.d.,Soquip,n.d.,Regent Drilling Ltd.,Rotative,Oui,,Saint-Louis-de-Blandford,Centre-du-Québec,Manseau
A196,"SOQUIP Pétrofina, Bécancour No 1",1980,A-Basses-Terres (sols consolidés),,,Seigneurie de Bécancour,,"Parc Industriel de Bécancour, Comté de Nicolet","46° 21' 59,6""",46.366556,"72° 24' 40,5""",-72.41125,31I08,PG641,1370 m/KB,1370.0,8.0 m/mer,8.0,13.0 m/mer,13.0,Abandon,n.d.,Complété\gaz,Complété,gaz,Puits d'exploration «Wildcat»,SOQUIP,n.d.,Soquip,n.d.,Regent Drilling Ltd.,Rotative,Oui,,Bécancour,Centre-du-Québec,Bécancour
A196-R1,"SOQUIP Pétrofina, Bécancour No 1",1998,A-Basses-Terres (sols consolidés),,,Seigneurie de Bécancour,,"Parc Industriel de Bécancour, Comté de Nicolet","46° 21' 59,6""",46.366556,"72° 24' 40,5""",-72.41125,31I08-0101,1996PG950,980 m/KB,980.0,8.0 m/KB,8.0,10.0 m/KB,10.0,Abandon,n.d.,Complété\gaz,Complété,gaz,Puits d'exploration «Wildcat»,Les Ressources Naturelles Jaltin Inc.,n.d.,Les Ressources Naturelles Jaltin Inc.,n.d.,Foragaz Inc.,Rotative,Non,,Bécancour,Centre-du-Québec,Bécancour
A197,"Texaco SOQUIP, Baieville No 1 Yamaska",1980,A-Basses-Terres (sols consolidés),364,,,Saint-Antoine-de-la-Baie-du-Febvre,,"46° 10' 52,9""",46.181361,"72° 40' 17,0""",-72.671389,31I02,PG653,1390 m/KB,1390.0,6.0 m/mer,6.0,10.0 m/mer,10.0,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,SOQUIP,n.d.,Soquip,n.d.,Regent Drilling Ltd.,Rotative,Oui,,Baie-du-Febvre,Centre-du-Québec,Nicolet
A198,"SOQUIP Pétrofina, Bécancour No 2",1981,A-Basses-Terres (sols consolidés),708-2,,Seigneurie de Bécancour,Bécancour,Comté de Nicolet,"46° 23' 21,0""",46.389167,"72° 23' 19,9""",-72.388861,31I08,PG641,1265 m/KB,1265.0,6.0 m/mer,6.0,12.0 m/mer,12.0,Complétion,n.d.,Complété\production de saumure,Complété,production de saumure,Puits d'exploration «Wildcat»,SOQUIP,n.d.,Soquip,n.d.,Regent Drilling Ltd.,Rotative,Oui,,Bécancour,Centre-du-Québec,Bécancour
